PM2.5,PM10,SO2,NO2,CO,O3,date
48.0,37.0,4.0,30.0,600.0,27.0,2013-03-19
42.0,40.0,7.0,25.0,500.0,36.0,2013-03-19
53.0,57.0,4.0,22.0,600.0,35.0,2013-03-19
64.0,49.0,4.0,20.0,600.0,34.0,2013-03-19
63.0,56.0,3.0,23.0,700.0,30.0,2013-03-19
65.0,44.0,3.0,26.0,700.0,26.0,2013-03-19
66.0,34.0,3.0,28.0,700.0,27.0,2013-03-19
57.0,34.0,3.0,23.0,600.0,38.0,2013-03-19
40.0,12.0,3.0,16.0,500.0,48.0,2013-03-19
29.0,11.0,3.0,12.0,400.0,59.0,2013-03-19
31.0,8.0,3.0,22.0,400.0,50.0,2013-03-19
38.0,27.0,3.0,25.0,500.0,42.0,2013-03-19
42.0,22.0,3.0,23.0,600.0,39.0,2013-03-19
44.0,28.0,3.0,29.0,800.0,27.0,2013-03-19
41.0,21.0,3.0,45.0,800.0,23.0,2013-03-19
42.0,21.0,3.0,46.0,400.0,59.0,2013-03-19
16.0,6.0,3.0,21.0,500.0,56.0,2013-03-20
22.0,37.0,3.0,18.0,600.0,52.0,2013-03-20
30.0,37.0,3.0,21.0,700.0,52.0,2013-03-20
14.0,6.0,3.0,9.0,300.0,72.0,2013-03-20
14.0,6.0,3.0,9.0,300.0,73.0,2013-03-20
14.0,6.0,3.0,15.0,400.0,63.0,2013-03-20
10.0,6.0,3.0,9.0,300.0,62.0,2013-03-20
11.0,6.0,3.0,10.0,300.0,61.0,2013-03-20
8.0,7.0,3.0,21.0,300.0,49.0,2013-03-20
17.0,19.0,4.0,10.0,400.0,61.0,2013-03-20
18.0,16.0,8.0,19.0,400.0,61.0,2013-03-20
22.0,6.0,15.0,15.0,400.0,71.0,2013-03-20
22.0,6.0,15.0,21.0,400.0,72.0,2013-03-20
16.0,6.0,10.0,16.0,400.0,78.0,2013-03-20
18.0,6.0,8.0,13.0,300.0,85.0,2013-03-20
24.0,6.0,10.0,14.0,300.0,87.0,2013-03-20
30.0,27.0,9.0,22.0,400.0,88.0,2013-03-20
44.0,34.0,8.0,21.0,500.0,91.0,2013-03-20
50.0,52.0,8.0,26.0,600.0,80.0,2013-03-20
63.0,57.0,6.0,32.0,700.0,60.0,2013-03-20
62.0,51.0,3.0,27.0,700.0,43.0,2013-03-20
65.0,55.0,3.0,26.0,700.0,36.0,2013-03-20
73.0,55.0,3.0,27.0,700.0,33.0,2013-03-20
82.0,61.0,3.0,30.0,800.0,31.0,2013-03-20
88.0,68.0,3.0,31.0,800.0,30.0,2013-03-21
90.0,70.0,3.0,32.0,800.0,26.0,2013-03-21
94.0,77.0,3.0,31.0,800.0,19.0,2013-03-21
100.0,77.0,3.0,40.0,900.0,16.0,2013-03-21
112.0,82.0,7.0,52.0,1000.0,19.0,2013-03-21
115.0,94.0,8.0,50.0,1000.0,21.0,2013-03-21
108.0,103.0,8.0,45.0,900.0,22.0,2013-03-21
106.0,98.0,9.0,45.0,900.0,21.0,2013-03-21
107.0,96.0,10.0,47.0,900.0,18.0,2013-03-21
121.0,115.0,13.0,54.0,1100.0,15.0,2013-03-21
117.0,109.0,15.0,40.0,1000.0,29.0,2013-03-21
141.0,124.0,15.0,37.0,1000.0,38.0,2013-03-21
145.0,125.0,17.0,33.0,1000.0,51.0,2013-03-21
130.0,120.0,15.0,26.0,900.0,72.0,2013-03-21
142.0,137.0,17.0,38.0,1000.0,73.0,2013-03-21
158.0,152.0,17.0,47.0,1100.0,78.0,2013-03-21
166.0,152.0,17.0,49.0,1000.0,80.0,2013-03-21
170.0,164.0,19.0,57.0,1100.0,70.0,2013-03-21
168.0,168.0,17.0,59.0,1100.0,66.0,2013-03-21
162.0,149.0,10.0,51.0,1100.0,60.0,2013-03-21
170.0,151.0,8.0,48.0,1300.0,52.0,2013-03-21
169.0,148.0,7.0,48.0,1300.0,44.0,2013-03-21
156.0,117.0,4.0,47.0,1200.0,28.0,2013-03-21
148.0,117.0,4.0,40.0,1200.0,32.0,2013-03-21
43.0,119.0,4.0,6.0,300.0,87.0,2013-03-22
6.0,6.0,3.0,4.0,200.0,92.0,2013-03-22
7.0,114.0,3.0,4.0,200.0,91.0,2013-03-22
7.0,111.0,3.0,4.0,200.0,86.0,2013-03-22
120.0,107.0,11.0,39.0,200.0,86.0,2013-03-22
3.0,6.0,3.0,4.0,200.0,88.0,2013-03-22
4.0,6.0,3.0,4.0,200.0,89.0,2013-03-22
8.0,12.0,3.0,8.0,200.0,84.0,2013-03-22
9.0,17.0,10.0,14.0,400.0,73.0,2013-03-22
94.0,85.0,10.0,29.0,500.0,67.0,2013-03-22
90.0,82.0,10.0,28.0,500.0,72.0,2013-03-22
84.0,77.0,10.0,27.0,400.0,78.0,2013-03-22
18.0,18.0,6.0,15.0,300.0,79.0,2013-03-22
25.0,13.0,8.0,18.0,400.0,81.0,2013-03-22
48.0,101.0,19.0,38.0,700.0,71.0,2013-03-22
68.0,139.0,22.0,41.0,900.0,76.0,2013-03-22
107.0,180.0,21.0,42.0,1100.0,85.0,2013-03-22
93.0,167.0,18.0,37.0,900.0,86.0,2013-03-22
84.0,161.0,19.0,40.0,900.0,78.0,2013-03-22
91.0,167.0,21.0,47.0,1000.0,70.0,2013-03-22
89.0,141.0,20.0,43.0,1000.0,63.0,2013-03-22
83.0,131.0,13.0,37.0,900.0,56.0,2013-03-22
79.0,115.0,10.0,38.0,900.0,48.0,2013-03-22
65.0,99.0,12.0,54.0,800.0,34.0,2013-03-22
53.0,80.0,15.0,57.0,900.0,31.0,2013-03-23
52.0,76.0,12.0,59.0,900.0,22.0,2013-03-23
60.0,76.0,13.0,66.0,1100.0,12.0,2013-03-23
56.0,71.0,12.0,64.0,200.0,10.0,2013-03-23
51.0,65.0,11.0,64.0,1100.0,8.0,2013-03-23
52.0,66.0,11.0,53.0,900.0,14.0,2013-03-23
55.0,61.0,12.0,53.0,900.0,14.0,2013-03-23
68.0,74.0,12.0,52.0,900.0,13.0,2013-03-23
70.0,76.0,22.0,57.0,1000.0,11.0,2013-03-23
71.0,74.0,36.0,58.0,1200.0,15.0,2013-03-23
74.0,71.0,43.0,50.0,1100.0,30.0,2013-03-23
70.0,77.0,39.0,47.0,1200.0,34.0,2013-03-23
74.0,80.0,42.0,38.0,1200.0,45.0,2013-03-23
98.0,106.0,38.0,40.0,1000.0,42.0,2013-03-23
110.0,120.0,36.0,46.0,1100.0,42.0,2013-03-23
109.0,128.0,35.0,48.0,1100.0,45.0,2013-03-23
44.0,86.0,8.0,15.0,400.0,80.0,2013-03-23
8.0,64.0,3.0,4.0,200.0,90.0,2013-03-23
12.0,40.0,3.0,4.0,200.0,89.0,2013-03-23
5.0,20.0,3.0,4.0,200.0,91.0,2013-03-23
7.0,24.0,3.0,3.0,200.0,94.0,2013-03-23
9.0,15.0,3.0,3.0,200.0,92.0,2013-03-23
6.0,19.0,3.0,3.0,200.0,92.0,2013-03-23
5.0,10.0,3.0,3.0,200.0,91.0,2013-03-23
6.0,9.0,3.0,3.0,200.0,91.0,2013-03-24
5.0,13.0,3.0,3.0,200.0,89.0,2013-03-24
5.0,6.0,3.0,2.0,100.0,89.0,2013-03-24
4.0,6.0,3.0,3.0,200.0,89.0,2013-03-24
8.0,6.0,3.0,3.0,200.0,88.0,2013-03-24
9.0,4.0,3.0,3.0,200.0,82.0,2013-03-24
4.0,17.0,3.0,8.0,200.0,80.0,2013-03-24
7.0,17.0,3.0,7.0,200.0,79.0,2013-03-24
8.0,6.0,3.0,9.0,200.0,76.0,2013-03-24
6.0,6.0,4.0,8.0,200.0,81.0,2013-03-24
9.0,6.0,3.0,7.0,200.0,83.0,2013-03-24
3.0,6.0,3.0,5.0,200.0,87.0,2013-03-24
11.0,6.0,3.0,6.0,200.0,88.0,2013-03-24
10.0,6.0,3.0,7.0,200.0,89.0,2013-03-24
14.0,6.0,4.0,8.0,200.0,90.0,2013-03-24
11.0,6.0,8.0,9.0,300.0,90.0,2013-03-24
15.0,9.0,9.0,10.0,300.0,91.0,2013-03-24
16.0,16.0,9.0,12.0,300.0,90.0,2013-03-24
18.0,24.0,11.0,14.0,300.0,87.0,2013-03-24
26.0,58.0,9.0,38.0,200.0,55.4778,2013-03-24
36.0,73.0,8.0,41.0,200.0,57.4056,2013-03-24
39.0,58.0,5.0,32.0,200.0,49.9086,2013-03-24
31.0,53.0,4.0,25.0,200.0,51.8364,2013-03-24
28.0,54.0,4.0,32.0,500.0,42.0,2013-03-24
28.0,55.0,4.0,32.0,200.0,46.2672,2013-03-25
31.0,39.0,5.0,25.0,200.0,39.8412,2013-03-25
31.0,62.0,11.0,29.0,200.0,38.9844,2013-03-25
37.0,48.0,9.0,33.0,200.0,30.6306,2013-03-25
39.0,62.0,7.0,37.0,200.0,22.491,2013-03-25
50.0,78.0,8.0,44.0,200.0,14.1372,2013-03-25
59.0,82.0,5.0,45.0,200.0,10.2816,2013-03-25
60.0,81.0,5.0,50.0,200.0,10.9242,2013-03-25
86.0,115.0,12.0,46.0,200.0,14.7798,2013-03-25
77.0,101.0,26.0,44.0,200.0,28.4886,2013-03-25
84.0,106.0,35.0,46.0,200.0,40.698,2013-03-25
96.0,120.0,42.0,56.0,200.0,41.769,2013-03-25
106.0,126.0,52.0,54.0,200.0,54.4068,2013-03-25
111.0,120.0,52.0,56.0,200.0,62.9748,2013-03-25
104.0,105.0,44.0,57.0,200.0,76.8978,2013-03-25
117.0,138.0,47.0,67.0,200.0,77.9688,2013-03-25
123.0,151.0,47.0,91.0,1800.0,68.0,2013-03-25
123.0,151.0,47.0,91.0,1700.0,67.0,2013-03-25
131.0,157.0,38.0,70.0,1300.0,89.0,2013-03-25
124.0,154.0,31.0,69.0,1200.0,71.0,2013-03-25
130.0,136.0,22.0,58.0,1200.0,59.0,2013-03-25
119.0,134.0,22.0,49.0,1100.0,63.0,2013-03-25
119.0,140.0,26.0,51.0,1100.0,57.0,2013-03-25
129.0,140.0,23.0,50.0,1300.0,52.0,2013-03-25
128.0,144.0,29.0,54.0,1300.0,47.0,2013-03-26
131.0,141.0,26.0,54.0,1399.0,38.0,2013-03-26
128.0,137.0,24.0,52.0,1200.0,40.0,2013-03-26
122.0,134.0,22.0,52.0,1200.0,35.0,2013-03-26
119.0,128.0,17.0,50.0,1200.0,28.0,2013-03-26
122.0,129.0,15.0,51.0,1200.0,24.0,2013-03-26
120.0,126.0,14.0,53.0,1100.0,20.0,2013-03-26
122.0,133.0,16.0,57.0,1200.0,15.0,2013-03-26
128.0,145.0,21.0,56.0,1200.0,17.0,2013-03-26
151.0,163.0,26.0,63.0,1200.0,23.0,2013-03-26
140.0,164.0,42.0,72.0,1200.0,33.0,2013-03-26
152.0,198.0,43.0,86.0,1399.0,32.0,2013-03-26
190.0,254.0,52.0,89.0,1600.0,40.0,2013-03-26
201.0,245.0,55.0,92.0,1500.0,57.0,2013-03-26
213.0,259.0,47.0,109.0,1600.0,58.0,2013-03-26
224.0,280.0,51.0,139.0,1800.0,45.0,2013-03-26
240.0,271.0,55.0,100.0,1500.0,66.0,2013-03-26
237.0,265.0,68.0,83.0,1399.0,76.0,2013-03-26
236.0,279.0,78.0,104.0,1600.0,52.0,2013-03-26
236.0,279.0,78.0,104.0,200.0,42.1974,2013-03-26
230.0,258.0,66.0,90.0,1500.0,42.0,2013-03-26
229.0,258.0,59.0,76.0,1500.0,49.0,2013-03-26
231.0,241.0,50.0,72.0,1500.0,39.0,2013-03-26
234.0,241.0,47.0,77.0,1600.0,27.0,2013-03-26
229.0,231.0,41.0,76.0,1700.0,20.0,2013-03-27
237.0,232.0,38.0,74.0,1700.0,17.0,2013-03-27
223.0,235.0,39.0,68.0,1700.0,13.0,2013-03-27
225.0,221.0,29.0,66.0,200.0,9.5,2013-03-27
221.0,216.0,23.0,67.0,1700.0,6.0,2013-03-27
217.0,210.0,19.0,60.0,1600.0,8.0,2013-03-27
211.0,214.0,17.0,66.0,1600.0,6.0,2013-03-27
203.0,229.0,16.0,70.0,1500.0,6.0,2013-03-27
199.0,242.0,18.0,70.0,1700.0,9.0,2013-03-27
219.0,276.0,28.0,72.0,1700.0,18.0,2013-03-27
156.0,139.0,36.0,41.0,1100.0,56.0,2013-03-27
86.0,70.0,25.0,27.0,700.0,77.0,2013-03-27
50.0,53.0,27.0,21.0,600.0,86.0,2013-03-27
27.0,50.0,12.0,13.0,400.0,99.0,2013-03-27
27.0,50.0,12.0,13.0,200.0,104.0,2013-03-27
10.0,56.0,3.0,4.0,200.0,106.0,2013-03-27
12.0,6.0,3.0,4.0,200.0,105.6006,2013-03-27
5.0,6.0,3.0,4.0,200.0,105.0,2013-03-27
10.0,6.0,3.0,4.0,200.0,106.0,2013-03-27
8.0,6.0,3.0,4.0,200.0,107.0,2013-03-27
10.0,12.0,3.0,4.0,200.0,105.0,2013-03-27
8.0,14.0,3.0,4.0,200.0,102.0,2013-03-27
7.0,13.0,3.0,4.0,200.0,100.0,2013-03-27
7.0,13.0,3.0,4.0,200.0,98.0,2013-03-27
10.0,9.0,3.0,4.0,200.0,96.0,2013-03-28
10.0,9.0,3.0,4.0,200.0,96.0,2013-03-28
7.0,6.0,3.0,4.0,200.0,95.0,2013-03-28
15.0,6.0,3.0,4.0,200.0,94.0,2013-03-28
16.0,6.0,3.0,4.0,200.0,91.0,2013-03-28
7.0,18.0,3.0,13.0,200.0,79.0,2013-03-28
6.0,12.0,3.0,17.0,300.0,65.0,2013-03-28
18.0,35.0,6.0,43.0,400.0,40.0,2013-03-28
31.0,47.0,8.0,41.0,500.0,41.0,2013-03-28
31.0,47.0,8.0,41.0,400.0,56.0,2013-03-28
19.0,29.0,8.0,35.0,300.0,68.0,2013-03-28
20.0,37.0,6.0,29.0,300.0,68.0,2013-03-28
20.0,36.0,5.0,12.0,300.0,93.0,2013-03-28
13.0,10.0,4.0,7.0,300.0,100.0,2013-03-28
13.0,6.0,3.0,6.0,200.0,104.0,2013-03-28
6.0,6.0,3.0,5.0,200.0,107.0,2013-03-28
16.0,6.0,3.0,4.0,200.0,107.0,2013-03-28
9.0,12.0,3.0,6.0,200.0,107.0,2013-03-28
9.0,12.0,3.0,6.0,200.0,106.0,2013-03-28
8.0,18.0,3.0,5.0,200.0,101.0,2013-03-28
14.0,30.0,3.0,8.0,200.0,92.0,2013-03-28
9.0,28.0,3.0,6.0,200.0,96.0,2013-03-28
7.0,10.0,3.0,5.0,200.0,92.0,2013-03-28
4.0,10.0,3.0,5.0,200.0,91.0,2013-03-28
7.0,10.0,3.0,4.0,200.0,91.0,2013-03-29
4.0,13.0,3.0,5.0,200.0,90.0,2013-03-29
7.0,13.0,3.0,6.0,200.0,90.0,2013-03-29
7.0,26.0,3.0,9.0,300.0,81.0,2013-03-29
8.0,21.0,3.0,7.0,300.0,68.0,2013-03-29
8.0,21.0,3.0,7.0,300.0,62.0,2013-03-29
9.0,15.0,3.0,7.0,300.0,52.0,2013-03-29
10.0,22.0,3.0,12.0,300.0,49.0,2013-03-29
16.0,52.0,3.0,20.0,400.0,42.0,2013-03-29
39.0,85.0,13.0,57.0,600.0,30.0,2013-03-29
39.0,86.0,14.0,57.0,200.0,32.5584,2013-03-29
39.0,57.0,16.0,36.0,700.0,57.0,2013-03-29
36.0,38.0,17.0,26.0,800.0,74.0,2013-03-29
57.0,72.0,20.0,24.0,900.0,83.0,2013-03-29
62.0,83.0,35.0,37.0,1300.0,75.0,2013-03-29
57.0,86.0,32.0,38.0,1200.0,74.0,2013-03-29
70.0,129.0,34.0,48.0,1300.0,74.0,2013-03-29
89.0,131.0,30.0,55.0,1399.0,71.0,2013-03-29
87.0,127.0,23.0,51.0,1300.0,72.0,2013-03-29
85.0,99.0,19.0,46.0,1200.0,70.0,2013-03-29
85.0,96.0,18.0,44.0,1200.0,68.0,2013-03-29
85.0,97.0,15.0,42.0,1200.0,57.0,2013-03-29
95.0,106.0,14.0,43.0,1200.0,46.0,2013-03-29
82.0,108.0,32.0,54.0,1200.0,32.0,2013-03-29
82.0,108.0,32.0,54.0,1200.0,28.0,2013-03-30
79.0,87.0,36.0,49.0,1399.0,30.0,2013-03-30
70.0,88.0,61.0,64.0,1700.0,29.0,2013-03-30
64.0,88.0,65.0,57.0,1700.0,34.0,2013-03-30
61.0,78.0,56.0,49.0,1700.0,35.0,2013-03-30
58.0,75.0,56.0,48.0,1700.0,34.0,2013-03-30
59.0,78.0,40.0,42.0,1700.0,29.0,2013-03-30
60.0,86.0,35.0,39.0,1600.0,29.0,2013-03-30
70.0,118.0,38.0,41.0,1600.0,32.0,2013-03-30
67.0,84.0,51.0,34.0,1500.0,61.0,2013-03-30
67.0,92.0,60.0,31.0,1500.0,79.0,2013-03-30
67.0,92.0,60.0,31.0,1500.0,88.0,2013-03-30
78.0,100.0,64.0,33.0,1600.0,92.0,2013-03-30
84.0,110.0,62.0,38.0,1600.0,93.0,2013-03-30
103.0,132.0,61.0,47.0,1700.0,92.0,2013-03-30
103.0,132.0,61.0,47.0,1500.0,99.0,2013-03-30
96.0,129.0,49.0,38.0,1300.0,107.0,2013-03-30
112.0,156.0,46.0,47.0,1399.0,102.0,2013-03-30
103.0,139.0,29.0,47.0,1100.0,88.0,2013-03-30
103.0,128.0,24.0,45.0,800.0,82.0,2013-03-30
88.0,104.0,20.0,35.0,700.0,82.0,2013-03-30
88.0,104.0,20.0,35.0,600.0,79.0,2013-03-30
90.0,91.0,15.0,30.0,600.0,75.0,2013-03-30
100.0,91.0,14.0,38.0,600.0,63.0,2013-03-30
103.0,94.0,15.0,48.0,800.0,49.0,2013-03-31
108.0,100.0,15.0,62.0,800.0,32.0,2013-03-31
111.0,104.0,15.0,65.0,800.0,24.0,2013-03-31
118.0,104.0,14.0,61.0,200.0,16.5,2013-03-31
117.0,110.0,15.0,61.0,900.0,9.0,2013-03-31
116.0,106.0,14.0,54.0,800.0,19.0,2013-03-31
111.0,103.0,12.0,49.0,800.0,24.0,2013-03-31
119.0,121.0,14.0,57.0,900.0,14.0,2013-03-31
119.0,121.0,14.0,57.0,1000.0,12.0,2013-03-31
130.0,137.0,12.0,52.0,1100.0,10.0,2013-03-31
130.0,137.0,12.0,52.0,1100.0,9.0,2013-03-31
126.0,90.0,7.0,40.0,900.0,13.0,2013-03-31
126.0,96.0,8.0,38.0,1000.0,15.0,2013-03-31
144.0,125.0,8.0,40.0,1000.0,16.0,2013-03-31
148.0,128.0,8.0,40.0,1000.0,16.0,2013-03-31
146.0,135.0,8.0,43.0,1000.0,16.0,2013-03-31
161.0,148.0,8.0,45.0,1000.0,18.0,2013-03-31
175.0,176.0,8.0,45.0,1000.0,24.0,2013-03-31
175.0,176.0,8.0,45.0,1100.0,22.0,2013-03-31
189.0,201.0,10.0,48.0,1100.0,21.0,2013-03-31
203.0,228.0,10.0,58.0,1200.0,14.0,2013-03-31
213.0,218.0,10.0,54.0,1300.0,17.0,2013-03-31
215.0,228.0,11.0,63.0,1399.0,8.0,2013-03-31
220.0,239.0,12.0,70.0,1399.0,2.0,2013-03-31
219.0,241.0,12.0,71.0,1500.0,2.0,2013-04-01
222.0,228.0,14.0,67.0,1500.0,2.0,2013-04-01
227.0,228.0,14.0,56.0,1500.0,6.0,2013-04-01
220.0,230.0,15.0,45.0,1500.0,9.0,2013-04-01
220.0,230.0,15.0,45.0,1600.0,12.0,2013-04-01
229.0,235.0,25.0,46.0,1800.0,16.0,2013-04-01
229.0,235.0,25.0,46.0,200.0,46.33333333333333,2013-04-01
220.0,218.0,17.0,65.0,200.0,76.66666666666666,2013-04-01
3.0,297.0,8.0,6.0,600.0,107.0,2013-04-01
18.0,89.0,5.0,6.0,500.0,107.0,2013-04-01
25.0,48.0,3.0,6.0,400.0,107.0,2013-04-01
14.0,33.0,3.0,3.0,200.0,98.0,2013-04-01
8.0,34.0,3.0,2.0,200.0,95.0,2013-04-01
12.0,20.0,3.0,3.166666666666667,200.0,97.0,2013-04-01
4.0,12.0,3.0,4.333333333333334,200.0,96.0,2013-04-01
4.0,12.0,3.0,5.5,200.0,93.0,2013-04-01
3.0,6.0,3.0,6.666666666666667,200.0,90.0,2013-04-02
4.0,6.0,3.0,7.833333333333334,200.0,89.0,2013-04-02
4.0,6.0,3.0,9.0,200.0,78.0,2013-04-02
4.0,16.0,3.0,9.0,200.0,72.0,2013-04-02
9.0,67.0,3.0,7.0,200.0,66.0,2013-04-02
9.0,28.0,3.0,7.0,200.0,62.0,2013-04-02
12.0,28.0,4.0,10.0,300.0,52.0,2013-04-02
16.0,24.0,8.0,21.0,400.0,38.0,2013-04-02
22.0,31.0,12.0,25.0,400.0,41.0,2013-04-02
22.0,31.0,12.0,25.0,400.0,50.0,2013-04-02
18.0,38.0,16.0,27.0,200.0,58.0482,2013-04-02
32.0,52.0,16.0,32.0,500.0,62.0,2013-04-02
42.0,56.0,19.0,37.0,600.0,75.0,2013-04-02
55.0,70.0,18.0,44.0,800.0,87.0,2013-04-02
98.0,118.0,24.0,64.0,1200.0,98.0,2013-04-02
130.0,150.0,27.0,56.0,1300.0,129.0,2013-04-02
139.0,152.0,27.0,36.0,1300.0,170.0,2013-04-02
129.0,167.0,31.0,33.0,1100.0,158.0,2013-04-02
127.0,203.0,41.0,40.0,1200.0,148.0,2013-04-02
146.0,218.0,50.0,51.0,1500.0,128.0,2013-04-02
147.0,197.0,38.0,42.0,1500.0,106.0,2013-04-02
147.0,197.0,38.0,42.0,1399.0,95.0,2013-04-02
134.0,178.0,37.0,39.0,1399.0,88.0,2013-04-02
136.0,165.0,34.0,34.0,1300.0,87.0,2013-04-02
136.0,165.0,34.0,34.0,1300.0,76.0,2013-04-03
123.0,151.0,29.0,35.0,1300.0,72.0,2013-04-03
123.0,151.0,29.0,35.0,1200.0,60.0,2013-04-03
119.0,142.0,26.0,36.0,1100.0,60.0,2013-04-03
119.0,142.0,26.0,36.0,1100.0,56.0,2013-04-03
117.0,136.0,17.0,28.0,1100.0,53.0,2013-04-03
125.0,158.0,21.0,27.0,1100.0,62.0,2013-04-03
125.0,198.0,23.0,29.0,1100.0,63.0,2013-04-03
142.0,202.0,28.0,62.0,1300.0,41.0,2013-04-03
142.0,202.0,28.0,61.0,1399.0,44.0,2013-04-03
151.0,207.0,38.0,63.0,1300.0,67.0,2013-04-03
151.0,207.0,38.0,63.0,200.0,86.0,2013-04-03
153.0,153.0,30.0,48.5,200.0,105.0,2013-04-03
106.0,173.0,22.0,34.0,800.0,124.0,2013-04-03
132.0,225.0,36.0,39.0,1200.0,147.0,2013-04-03
201.0,377.0,90.0,70.0,3200.0,143.0,2013-04-03
154.0,409.0,55.0,41.0,2000.0,146.0,2013-04-03
109.0,277.0,38.0,34.0,1300.0,140.0,2013-04-03
109.0,277.0,38.0,34.0,1000.0,124.0,2013-04-03
68.0,171.0,28.0,36.0,900.0,106.0,2013-04-03
62.0,152.0,23.0,40.0,800.0,90.0,2013-04-03
62.0,120.0,18.0,41.0,800.0,80.0,2013-04-03
62.0,120.0,18.0,41.0,700.0,67.0,2013-04-03
42.0,75.0,12.0,39.0,700.0,53.0,2013-04-03
42.0,75.0,12.0,39.0,600.0,48.0,2013-04-04
37.0,70.0,6.0,34.0,600.0,37.0,2013-04-04
40.0,80.0,7.0,32.0,600.0,35.0,2013-04-04
43.0,77.0,14.0,44.0,200.0,28.5,2013-04-04
39.0,67.0,17.0,44.0,900.0,22.0,2013-04-04
39.0,67.0,17.0,37.0,1100.0,43.0,2013-04-04
34.0,54.0,27.0,39.0,1200.0,43.0,2013-04-04
34.0,57.0,28.0,39.0,1100.0,52.0,2013-04-04
38.0,71.0,31.0,49.0,1100.0,52.0,2013-04-04
42.0,84.0,45.0,46.0,1300.0,59.0,2013-04-04
43.0,85.0,40.0,68.0,1300.0,43.0,2013-04-04
54.0,91.0,48.0,69.0,1500.0,40.0,2013-04-04
53.0,105.0,38.0,59.0,1600.0,43.0,2013-04-04
53.0,105.0,38.0,59.0,1600.0,34.0,2013-04-04
53.0,62.0,17.0,46.0,1600.0,44.0,2013-04-04
52.0,62.0,13.0,43.0,1600.0,45.0,2013-04-04
59.0,63.0,13.0,41.0,1700.0,48.0,2013-04-04
65.0,62.0,14.0,48.0,1700.0,44.0,2013-04-04
65.0,72.0,14.0,48.0,1800.0,48.0,2013-04-04
85.0,53.0,13.0,51.0,2000.0,37.0,2013-04-04
91.0,111.0,15.0,49.0,2000.0,41.0,2013-04-04
91.0,111.0,15.0,49.0,1899.0,46.0,2013-04-04
98.0,97.0,13.0,36.0,1700.0,51.0,2013-04-04
98.0,95.0,10.0,51.0,1600.0,26.0,2013-04-04
98.0,72.0,10.0,51.0,2000.0,2.0,2013-04-05
97.0,73.0,8.0,82.0,2000.0,2.0,2013-04-05
100.0,75.0,5.0,56.0,1899.0,6.0,2013-04-05
100.0,75.0,5.0,56.0,1600.0,27.0,2013-04-05
103.0,69.0,4.0,19.0,1500.0,30.0,2013-04-05
100.0,61.0,4.0,19.0,1500.0,26.0,2013-04-05
100.0,65.0,4.0,19.0,1700.0,8.0,2013-04-05
92.0,67.0,3.0,37.0,1600.0,8.0,2013-04-05
101.0,53.0,4.0,36.0,1700.0,8.0,2013-04-05
102.0,68.0,8.0,31.0,1600.0,16.0,2013-04-05
102.0,89.0,8.0,31.0,1100.0,29.0,2013-04-05
75.0,88.0,26.0,38.0,500.0,52.0,2013-04-05
14.0,37.0,8.0,8.0,300.0,70.0,2013-04-05
14.0,10.0,8.0,8.0,200.0,75.0,2013-04-05
15.0,10.0,3.0,5.0,200.0,78.0,2013-04-05
15.0,8.0,3.0,4.0,200.0,81.0,2013-04-05
11.0,11.0,3.0,4.0,200.0,84.0,2013-04-05
11.0,14.0,3.0,4.0,200.0,92.0,2013-04-05
9.0,14.0,3.0,4.0,200.0,92.0,2013-04-05
5.0,17.0,3.0,4.0,200.0,94.0,2013-04-05
8.0,11.0,3.0,3.0,200.0,95.0,2013-04-05
8.0,11.0,3.0,3.0,200.0,92.0,2013-04-05
5.0,4.0,3.0,3.0,200.0,89.0,2013-04-05
6.0,3.0,3.0,2.0,200.0,83.0,2013-04-05
6.0,3.0,3.0,3.0,200.0,80.0,2013-04-06
9.0,9.0,3.0,10.0,200.0,72.0,2013-04-06
9.0,9.0,3.0,10.0,200.0,64.0,2013-04-06
7.0,7.0,3.0,10.0,200.0,68.0,2013-04-06
7.0,6.0,3.0,11.0,300.0,54.0,2013-04-06
9.0,11.0,4.0,22.0,300.0,52.0,2013-04-06
10.0,11.0,8.0,22.0,300.0,52.0,2013-04-06
12.0,15.0,10.0,21.0,300.0,53.0,2013-04-06
16.0,17.0,12.0,21.0,300.0,64.0,2013-04-06
10.0,12.0,10.0,14.0,300.0,74.0,2013-04-06
6.0,10.0,8.0,10.0,200.0,78.0,2013-04-06
10.0,9.0,8.0,9.0,300.0,79.0,2013-04-06
13.0,5.0,9.0,10.0,300.0,83.0,2013-04-06
15.0,3.0,8.0,9.0,200.0,93.0,2013-04-06
14.0,14.0,4.0,5.0,200.0,98.1036,2013-04-06
6.0,9.5,3.0,2.0,200.0,99.0,2013-04-06
6.0,5.0,3.0,2.0,200.0,100.0,2013-04-06
11.0,15.0,3.0,3.0,200.0,100.0,2013-04-06
13.0,15.0,4.0,6.0,300.0,96.0,2013-04-06
13.0,21.0,5.0,10.0,300.0,78.0,2013-04-06
18.0,34.0,4.0,18.0,300.0,65.0,2013-04-06
17.0,33.0,3.0,21.0,300.0,62.0,2013-04-06
17.0,33.0,3.0,21.0,300.0,55.0,2013-04-06
25.0,43.0,3.0,22.0,300.0,55.0,2013-04-06
20.0,46.0,4.0,24.0,300.0,54.0,2013-04-07
25.0,41.0,4.0,20.0,300.0,51.0,2013-04-07
23.0,37.0,3.0,19.0,400.0,47.0,2013-04-07
